Breaker Rating,Load,Length,Hot Wire Size,Ground Wire Size,Poles,Voltage,Load Percent,Baseline Hot Wire Size,Hot Upsize Steps,Test Point Type,Status / Notes,Configuration,Hot Wire Quantity,Ground Wire Quantity,Parallel Sets,Wire Material,Wire Temperature,Base Ampacity,Voltage Drop %
225,202.5,275,#3/0,#2,2,208.0,90,#4/0,-1,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,400,2.510389140180668
225,202.5,300,#3/0,#2,2,208.0,90,#4/0,-1,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,400,2.738606334742547
225,202.5,325,#3/0,#2,2,208.0,90,#4/0,-1,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,400,2.966823529304426
225,202.5,350,#4/0,#1,2,208.0,90,#4/0,0,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,460,2.6895149083555627
225,202.5,375,#4/0,#1,2,208.0,90,#4/0,0,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,460,2.8816231160952457
225,202.5,400,#250,#1/0,2,208.0,90,#4/0,1,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,510,2.7752731899131393
225,202.5,425,#250,#1/0,2,208.0,90,#4/0,1,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,510,2.9487277642827108
225,202.5,450,#300,#2/0,2,208.0,90,#4/0,2,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,570,2.7482241816219872
225,202.5,475,#300,#2/0,2,208.0,90,#4/0,2,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,570,2.9009033028232087
225,202.5,500,#350,#3/0,2,208.0,90,#4/0,3,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,620,2.769503649118974
225,202.5,525,#350,#3/0,2,208.0,90,#4/0,3,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,620,2.907978831574922
225,202.5,550,#4/0,#2/0,2,208.0,90,#4/0,0,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,690,2.817587046848685
225,202.5,575,#4/0,#2/0,2,208.0,90,#4/0,0,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,690,2.945659185341807
225,202.5,600,#250,#3/0,2,208.0,90,#4/0,1,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,765,2.7752731899131398
225,202.5,625,#250,#3/0,2,208.0,90,#4/0,1,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,765,2.8909095728261875
225,202.5,650,#300,#4/0,2,208.0,90,#4/0,2,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,855,2.646438100821173
225,202.5,675,#300,#4/0,2,208.0,90,#4/0,2,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,855,2.7482241816219872
225,202.5,700,#300,#4/0,2,208.0,90,#4/0,2,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,855,2.8500102624228014
225,202.5,725,#300,#4/0,2,208.0,90,#4/0,2,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,855,2.9517963432236156
225,202.5,750,#350,#4/0,2,208.0,90,#4/0,3,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,930,2.769503649118974
225,202.5,775,#350,#4/0,2,208.0,90,#4/0,3,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,930,2.86182043742294
225,202.5,800,#350,#4/0,2,208.0,90,#4/0,3,Coarse,OK - HIGH: Circuit load current (202.5A) is within 90.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,930,2.9541372257269054
225,225.0,1,#4/0,#4,2,208.0,100,#4/0,0,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,1,CU,75 C,230,0.01707628513241627
225,225.0,25,#4/0,#4,2,208.0,100,#4/0,0,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,1,CU,75 C,230,0.4269071283104066
225,225.0,50,#4/0,#4,2,208.0,100,#4/0,0,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,1,CU,75 C,230,0.8538142566208132
225,225.0,75,#4/0,#4,2,208.0,100,#4/0,0,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,1,CU,75 C,230,1.28072138493122
225,225.0,100,#4/0,#4,2,208.0,100,#4/0,0,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,1,CU,75 C,230,1.7076285132416265
225,225.0,125,#4/0,#4,2,208.0,100,#4/0,0,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,1,CU,75 C,230,2.134535641552034
225,225.0,150,#4/0,#4,2,208.0,100,#4/0,0,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,1,CU,75 C,230,2.56144276986244
225,225.0,175,#4/0,#4,2,208.0,100,#4/0,0,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,1,CU,75 C,230,2.9883498981728467
225,225.0,200,#300,#2,2,208.0,100,#4/0,2,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,1,CU,75 C,285,2.714295488021716
225,225.0,225,#350,#1,2,208.0,100,#4/0,3,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,1,CU,75 C,310,2.769503649118974
225,225.0,250,#3/0,#2,2,208.0,100,#4/0,-1,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,400,2.5357466062430993
225,225.0,275,#3/0,#2,2,208.0,100,#4/0,-1,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,400,2.789321266867409
225,225.0,300,#4/0,#1,2,208.0,100,#4/0,0,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,460,2.56144276986244
225,225.0,325,#4/0,#1,2,208.0,100,#4/0,0,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,460,2.774896334017644
225,225.0,350,#4/0,#1,2,208.0,100,#4/0,0,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,460,2.9883498981728467
225,225.0,375,#250,#1/0,2,208.0,100,#4/0,1,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,510,2.890909572826187
225,225.0,400,#300,#2/0,2,208.0,100,#4/0,2,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,570,2.714295488021716
225,225.0,425,#300,#2/0,2,208.0,100,#4/0,2,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,570,2.883938956023073
225,225.0,450,#350,#3/0,2,208.0,100,#4/0,3,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,620,2.769503649118974
225,225.0,475,#350,#3/0,2,208.0,100,#4/0,3,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A),208 V / 2 pole,2,1,2,CU,75 C,620,2.923364962958917
225,225.0,500,#4/0,#2/0,2,208.0,100,#4/0,0,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,690,2.8460475220693784
225,225.0,525,#4/0,#2/0,2,208.0,100,#4/0,0,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,690,2.9883498981728476
225,225.0,550,#250,#3/0,2,208.0,100,#4/0,1,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,765,2.8266671378744945
225,225.0,575,#250,#3/0,2,208.0,100,#4/0,1,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,765,2.9551520077778806
225,225.0,600,#300,#4/0,2,208.0,100,#4/0,2,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,855,2.7142954880217154
225,225.0,625,#300,#4/0,2,208.0,100,#4/0,2,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,855,2.827391133355954
225,225.0,650,#300,#4/0,2,208.0,100,#4/0,2,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,855,2.940486778690192
225,225.0,675,#350,#4/0,2,208.0,100,#4/0,3,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,930,2.769503649118974
225,225.0,700,#350,#4/0,2,208.0,100,#4/0,3,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,930,2.872077858345602
225,225.0,725,#350,#4/0,2,208.0,100,#4/0,3,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A); MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,930,2.974652067572231
225,225.0,750,#400,#250,2,208.0,100,#4/0,4,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A); MEDIUM: Calculated Hot Size #400 exceeds recommended maximum for breaker size 225A.; MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,1005,2.858938962801344
225,225.0,775,#400,#250,2,208.0,100,#4/0,4,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A); MEDIUM: Calculated Hot Size #400 exceeds recommended maximum for breaker size 225A.; MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,1005,2.954236928228056
225,225.0,800,#500,#300,2,208.0,100,#4/0,5,Coarse,OK - HIGH: Circuit load current (225.0A) is within 100.0% of User-specified breaker rating (225A); MEDIUM: Calculated Hot Size #500 exceeds recommended maximum for breaker size 225A.; MEDIUM: Calculated wire sets (3 sets) exceeds recommended maximum for breaker size 225A.,208 V / 2 pole,2,1,3,CU,75 C,1140,2.7128489382112635
225,22.5,1,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.001478806292467249
225,22.5,25,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.036970157311681226
225,22.5,50,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.07394031462336245
225,22.5,75,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.11091047193504368
225,22.5,100,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.1478806292467249
225,22.5,125,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.18485078655840612
225,22.5,150,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.22182094387008736
225,22.5,175,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.25879110118176857
225,22.5,200,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.2957612584934498
225,22.5,225,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.332731415805131
225,22.5,250,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.36970157311681223
225,22.5,275,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.4066717304284934
225,22.5,300,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.4436418877401747
225,22.5,325,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.4806120450518559
225,22.5,350,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.5175822023635371
225,22.5,375,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.5545523596752184
225,22.5,400,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.5915225169868996
225,22.5,425,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.6284926742985809
225,22.5,450,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.665462831610262
225,22.5,475,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.7024329889219432
225,22.5,500,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.7394031462336245
225,22.5,525,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.7763733035453056
225,22.5,550,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.8133434608569868
225,22.5,575,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.8503136181686681
225,22.5,600,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.8872837754803494
225,22.5,625,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.9242539327920306
225,22.5,650,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.9612240901037118
225,22.5,675,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.998194247415393
225,22.5,700,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.0351644047270743
225,22.5,725,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.0721345620387557
225,22.5,750,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.1091047193504369
225,22.5,775,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.146074876662118
225,22.5,800,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.1830450339737992
225,22.5,825,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.2200151912854804
225,22.5,850,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.2569853485971618
225,22.5,875,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.2939555059088428
225,22.5,900,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.330925663220524
225,22.5,925,#4/0,#4,3,208.0,10,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.3678958205322052
225,45.0,1,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.002957612584934498
225,45.0,25,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.07394031462336245
225,45.0,50,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.1478806292467249
225,45.0,75,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.22182094387008736
225,45.0,100,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.2957612584934498
225,45.0,125,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.36970157311681223
225,45.0,150,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.4436418877401747
225,45.0,175,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.5175822023635371
225,45.0,200,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.5915225169868996
225,45.0,225,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.665462831610262
225,45.0,250,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.7394031462336245
225,45.0,275,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.8133434608569868
225,45.0,300,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.8872837754803494
225,45.0,325,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.9612240901037118
225,45.0,350,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.0351644047270743
225,45.0,375,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.1091047193504369
225,45.0,400,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.1830450339737992
225,45.0,425,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.2569853485971618
225,45.0,450,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.330925663220524
225,45.0,475,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.4048659778438863
225,45.0,500,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.478806292467249
225,45.0,525,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.5527466070906113
225,45.0,550,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.6266869217139737
225,45.0,575,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.7006272363373363
225,45.0,600,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.7745675509606988
225,45.0,625,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.8485078655840612
225,45.0,650,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.9224481802074236
225,45.0,675,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.996388494830786
225,45.0,700,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,2.0703288094541485
225,45.0,725,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,2.1442691240775114
225,45.0,750,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,2.2182094387008737
225,45.0,775,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,2.292149753324236
225,45.0,800,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,2.3660900679475985
225,45.0,825,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,2.440030382570961
225,45.0,850,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,2.5139706971943236
225,45.0,875,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,2.5879110118176856
225,45.0,900,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,2.661851326441048
225,45.0,925,#4/0,#4,3,208.0,20,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,2.7357916410644103
225,67.5,1,#4/0,#4,3,208.0,30,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.004436418877401747
225,67.5,25,#4/0,#4,3,208.0,30,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.11091047193504368
225,67.5,50,#4/0,#4,3,208.0,30,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.22182094387008736
225,67.5,75,#4/0,#4,3,208.0,30,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.33273141580513105
225,67.5,100,#4/0,#4,3,208.0,30,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.4436418877401747
225,67.5,125,#4/0,#4,3,208.0,30,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.5545523596752184
225,67.5,150,#4/0,#4,3,208.0,30,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.6654628316102621
225,67.5,175,#4/0,#4,3,208.0,30,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.7763733035453058
225,67.5,200,#4/0,#4,3,208.0,30,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.8872837754803494
225,67.5,225,#4/0,#4,3,208.0,30,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,0.9981942474153932
225,67.5,250,#4/0,#4,3,208.0,30,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.1091047193504369
225,67.5,275,#4/0,#4,3,208.0,30,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.2200151912854804
225,67.5,300,#4/0,#4,3,208.0,30,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.3309256632205242
225,67.5,325,#4/0,#4,3,208.0,30,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.4418361351555675
225,67.5,350,#4/0,#4,3,208.0,30,#4/0,0,Coarse,OK,208 V / 3 pole,3,1,1,CU,75 C,230,1.5527466070906115
